"UserId","cluster_stage1","cluster_stage2","cluster_stage3","gender","majorClass","isPassExam"
"2015211578","2","2","2","2","2","0"
"2015211579","1","3","5","1","2","1"
"2015211581","5","5","2","2","2","0"
"2015211583","4","4","1","2","2","0"
"2015211584","1","5","5","2","2","1"
"2015211585","2","2","5","2","2","0"
"2015211586","3","3","7","1","2","1"
"2015211587","5","2","7","2","2","0"
"2015211588","1","5","5","2","2","0"
"2015211589","5","5","5","2","2","1"
"2015211590","1","5","5","2","2","0"
"2015211592","5","2","1","2","2","0"
"2015211593","2","5","5","2","2","0"
"2015211594","1","1","7","1","2","1"
"2015211595","2","2","1","2","2","0"
"2015211596","3","1","4","1","2","1"
"2015211597","1","5","7","1","2","0"
"2015211598","1","1","1","1","2","0"
"2015211599","5","5","3","2","2","0"
"2015211601","5","1","1","2","2","0"
"2015211603","5","5","5","2","2","0"
"2015211604","5","7","5","1","2","0"
"2015211606","5","2","1","2","2","0"
"2015211607","5","3","4","1","2","0"
"2015211608","5","5","5","2","2","0"
"2015211609","3","2","7","1","2","1"
"2015211610","1","5","5","2","2","0"
"2015211611","1","3","1","1","2","1"
"2015211612","5","2","5","2","2","0"
"2015211613","5","1","2","1","2","0"
"2015211615","2","5","2","2","2","0"
"2015211616","1","2","5","1","2","0"
"2015211849","2","1","3","2","2","0"
"2015211851","1","1","1","2","2","0"
"2015211893","5","4","5","2","2","0"
"2015211919","5","4","5","1","2","0"
"2015211939","3","1","7","1","2","0"
"2015211945","5","1","5","2","2","0"
"2015211946","2","4","3","2","1","0"
"2015211952","1","1","1","2","2","0"
"2015211971","7","4","3","2","3","0"
"2015211972","5","5","5","1","3","1"
"2015211973","1","1","1","2","3","0"
"2015211974","1","3","1","1","3","1"
"2015211975","1","3","2","2","3","0"
"2015211976","5","5","7","2","3","1"
"2015211977","1","5","5","2","3","0"
"2015211978","1","1","2","2","3","0"
"2015211979","1","5","5","2","3","0"
"2015211980","3","5","5","2","3","1"
"2015211981","3","3","5","2","3","1"
"2015211982","7","2","5","2","3","1"
"2015211983","3","5","5","2","3","0"
"2015211985","3","1","5","2","3","0"
"2015211986","1","7","5","1","3","1"
"2015211987","3","1","4","2","3","0"
"2015211988","1","1","4","2","3","0"
"2015211989","5","5","5","2","3","0"
"2015211990","5","5","5","2","3","1"
"2015211991","5","5","5","2","3","1"
"2015211992","3","3","1","2","3","0"
"2015211993","5","1","5","2","3","0"
"2015211994","1","1","1","2","3","1"
"2015211996","1","1","1","2","3","1"
"2015211997","1","1","1","2","3","1"
"2015212000","1","5","5","2","3","0"
"2015212001","1","3","3","1","3","0"
"2015212003","2","1","7","2","3","0"
"2015212004","2","2","1","1","3","0"
"2015212005","1","1","1","1","3","1"
"2015212006","1","1","1","1","3","1"
"2015212007","1","5","7","2","3","0"
"2015212009","1","2","5","2","3","1"
"2015212010","2","5","5","2","3","0"
"2015212012","1","1","3","2","3","1"
"2015212013","3","1","2","1","3","1"
"2015212014","5","1","5","1","3","1"
"2015212016","4","1","2","1","3","1"
"2015212018","1","2","6","2","3","1"
"2015212019","2","2","3","1","3","0"
"2015212020","3","1","3","2","3","1"
"2015212021","2","2","3","1","3","1"
"2015212024","5","5","5","1","3","0"
"2015212025","1","1","5","1","3","0"
"2015212026","3","1","3","2","3","0"
"2015212028","1","5","5","2","3","1"
"2015212030","1","5","1","2","3","0"
"2015212032","3","3","7","1","3","1"
"2015212034","1","2","1","2","3","0"
"2015212035","1","1","1","2","3","0"
"2015212036","3","5","5","2","3","1"
"2015212039","5","5","5","2","3","0"
"2015212040","2","1","6","1","3","0"
"2015212043","5","1","5","2","3","1"
"2015212044","2","5","5","1","3","0"
"2015212045","1","2","3","1","3","0"
"2015212046","1","1","1","2","3","1"
"2015212048","2","5","7","2","3","1"
"2015212049","1","2","2","2","3","1"
"2015212050","3","3","5","2","3","0"
"2015212051","1","4","2","1","3","1"
"2015212052","1","5","7","2","3","0"
"2015212053","2","4","5","2","3","0"
"2015212054","3","2","1","2","3","0"
"2015212055","1","3","3","2","3","0"
"2015212056","1","4","1","1","3","1"
"2015212058","1","1","5","2","3","1"
"2015212060","1","3","5","2","3","0"
"2015212061","1","3","1","1","3","0"
"2015212062","1","1","3","2","3","1"
"2015212063","1","2","5","2","3","1"
"2015212064","1","5","5","2","3","1"
"2015212067","3","1","5","2","3","0"
"2015212069","5","5","5","1","3","1"
"2015212070","5","1","4","2","3","1"
"2015212071","1","1","5","2","3","1"
"2015212072","2","7","7","2","3","1"
"2015212073","3","5","5","2","3","1"
"2015212074","6","4","1","2","3","1"
"2015212077","5","2","5","2","3","0"
"2015212078","3","3","7","2","3","0"
"2015212079","2","2","7","1","3","0"
"2015212080","1","1","3","2","3","0"
"2015212081","2","5","5","2","3","0"
"2015212082","1","2","6","2","3","1"
"2015212083","1","5","5","2","3","0"
"2015212084","3","4","7","2","3","1"
"2015212087","6","3","7","2","3","0"
"2015212088","2","5","5","2","3","0"
"2015212089","1","4","7","1","3","0"
"2015212090","5","5","1","1","3","1"
"2015212091","1","3","7","2","3","0"
"2015212092","1","1","3","2","3","0"
"2015212093","3","1","2","2","3","0"
"2015212095","3","5","5","2","3","1"
"2015212096","1","3","5","1","3","0"
"2015212097","1","2","1","2","3","1"
"2015212098","1","5","5","2","3","0"
"2015212100","5","5","5","2","3","1"
"2015212101","1","3","3","2","3","0"
"2015212103","4","2","7","2","3","1"
"2015212105","2","2","7","2","3","0"
"2015212106","1","3","1","1","3","0"
"2015212107","1","1","1","2","3","1"
"2015212112","3","1","1","2","3","0"
"2015212113","7","5","5","1","3","1"
"2015212114","3","5","5","2","3","0"
"2015212115","1","1","5","2","3","1"
"2015212116","1","5","5","2","3","1"
"2015212117","1","5","5","2","3","0"
"2015212118","1","1","5","2","3","0"
"2015212121","1","3","3","2","3","1"
"2015212122","3","7","5","2","3","0"
"2015212125","3","4","4","2","3","0"
"2015212126","1","4","5","1","3","0"
"2015212127","5","5","5","2","3","0"
"2015212128","1","1","5","2","3","1"
"2015212129","1","1","5","2","3","1"
"2015212130","5","5","7","2","3","0"
"2015212131","1","2","1","2","3","1"
"2015212132","1","5","5","2","3","1"
"2015212133","3","1","1","2","3","0"
"2015212134","1","3","1","2","3","1"
"2015212135","3","1","1","2","3","0"
"2015212136","1","1","5","2","3","1"
"2015212137","1","1","5","1","3","1"
"2015212139","2","5","7","2","3","0"
"2015212140","1","3","1","1","3","1"
"2015212154","2","2","1","2","2","0"
"2015212155","5","5","5","1","2","0"
"2015212157","1","1","1","2","2","1"
"2015212158","1","3","1","2","2","0"
"2015212161","5","5","5","2","2","0"
"2015212165","1","2","5","1","2","0"
"2015212167","5","4","5","2","2","0"
"2015212171","1","1","1","1","2","0"
"2015212172","5","5","5","2","2","0"
"2015212173","2","1","6","1","2","0"
"2015212175","4","2","6","1","2","0"
"2015212178","5","5","5","1","2","0"
"2015212179","3","1","3","1","2","0"
"2015212180","1","3","3","2","2","0"
"2015212181","7","3","6","1","2","0"
"2015212182","2","1","1","1","2","1"
"2015212184","4","4","1","2","2","0"
"2015212185","5","5","5","2","2","0"
"2015212186","5","2","1","2","2","0"
"2015212189","4","5","3","2","2","0"
"2015212190","3","1","4","1","2","0"
"2015212191","5","5","5","2","2","0"
"2015212193","5","1","5","1","2","1"
"2015212194","3","3","7","1","2","0"
"2015212195","5","1","1","2","2","0"
"2015212196","1","3","1","2","2","0"
"2015212197","3","2","1","2","2","0"
"2015212198","1","2","1","1","2","0"
"2015212199","1","3","3","1","2","1"
"2015212200","5","7","5","2","2","0"
"2015212201","1","1","1","1","2","0"
"2015212202","5","5","5","2","2","1"
"2015212206","4","7","6","2","2","0"
"2015212207","5","5","5","2","2","0"
"2015212208","1","3","2","1","2","0"
"2015212210","5","3","1","2","2","0"
"2015212211","3","1","5","1","2","0"
"2015212212","5","1","2","1","2","0"
"2015212214","5","2","1","2","2","0"
"2015212215","3","1","3","2","2","0"
"2015212216","5","2","7","2","1","0"
"2015212217","7","3","5","1","2","0"
"2015212219","5","5","5","2","2","0"
"2015212220","1","1","1","1","2","0"
"2015212221","1","1","3","2","2","1"
"2015212222","5","1","1","2","2","0"
"2015212225","4","2","5","1","2","0"
"2015212226","5","5","2","2","2","0"
"2015212227","2","4","1","2","2","1"
"2015212228","5","5","5","2","1","0"
"2015212229","5","2","5","2","2","0"
"2015212235","4","3","7","1","2","0"
"2015212237","1","1","6","2","2","0"
"2015212239","2","2","5","2","2","0"
"2015212241","5","5","7","2","2","0"
"2015212242","5","2","5","1","2","1"
"2015212244","5","5","5","2","2","0"
"2015212245","2","2","5","2","2","0"
"2015212246","5","5","5","2","2","0"
"2015212247","5","1","1","2","2","1"
"2015212248","5","5","3","2","2","0"
"2015212249","5","5","5","2","2","0"
"2015212250","5","1","1","2","2","0"
"2015212251","1","1","1","2","2","0"
"2015212253","1","3","4","2","2","0"
"2015212254","5","5","5","2","1","0"
"2015212256","5","1","1","2","2","0"
"2015212257","5","5","5","2","2","0"
"2015212258","1","1","3","2","2","0"
"2015212260","1","2","7","2","2","0"
"2015212309","7","3","7","2","1","0"
"2015212357","3","5","7","2","1","0"
"2015212367","5","5","3","1","1","1"
"2015212382","5","1","7","2","1","0"
"2015212401","5","5","1","2","1","0"
"2015212429","4","1","1","2","1","1"
"2015212443","1","5","5","2","1","0"
"2015212449","3","3","5","1","1","1"
"2015212451","5","5","2","1","1","1"
"2015212464","1","2","5","2","1","0"
"2015212475","2","4","1","1","1","0"
"2015212494","1","1","5","2","1","0"
"2015212500","2","3","5","2","1","0"
"2015212527","2","2","5","1","1","0"
"2015212528","2","1","1","1","1","0"
"2015212542","5","5","5","2","1","0"
"2015212543","4","5","5","2","1","0"
"2015212545","1","2","5","1","1","1"
"2015212546","1","2","5","1","1","0"
"2015212548","7","5","2","2","1","0"
"2015212549","3","4","1","2","1","0"
"2015212552","2","1","5","1","1","0"
"2015212553","5","5","5","2","1","0"
"2015212554","3","5","2","2","1","0"
"2015212558","4","5","5","1","1","0"
"2015212559","5","5","5","2","1","0"
"2015212560","1","1","1","2","1","0"
"2015212561","1","2","7","1","1","0"
"2015212562","5","4","2","2","1","0"
"2015212563","7","5","5","2","1","1"
"2015212564","1","1","1","1","1","0"
"2015212565","2","2","5","1","1","0"
"2015212566","2","1","1","2","1","0"
"2015212567","3","3","1","2","1","0"
"2015212568","7","5","5","2","1","1"
"2015212569","5","5","5","2","1","0"
"2015212571","1","3","1","2","1","1"
"2015212572","5","4","6","1","1","0"
"2015212573","1","2","3","2","1","0"
"2015212574","1","1","1","2","1","0"
"2015212575","5","3","1","2","1","0"
"2015212576","3","1","5","1","1","0"
"2015212578","1","1","3","2","1","0"
"2015212579","1","2","7","2","1","0"
"2015212582","1","4","7","1","1","0"
"2015212583","1","2","5","2","1","0"
"2015212584","1","5","1","2","1","0"
"2015212585","2","2","1","2","1","0"
"2015212587","1","5","5","2","1","0"
"2015212588","1","2","1","2","1","1"
"2015212589","3","1","1","2","1","0"
"2015212590","1","3","7","2","1","0"
"2015212591","2","1","1","2","1","1"
"2015212592","3","2","1","2","1","0"
"2015212593","1","4","5","1","1","1"
"2015212594","1","3","7","2","1","1"
"2015212596","5","5","1","2","1","0"
"2015212597","5","1","1","2","1","0"
"2015212598","2","2","1","2","1","0"
"2015212599","1","1","1","2","1","0"
"2015212600","1","3","1","1","1","0"
"2015212601","5","5","5","2","1","0"
"2015212602","1","1","1","2","1","1"
"2015212603","6","4","3","2","1","0"
"2015212605","1","1","1","1","1","0"
"2015212607","3","1","1","2","1","0"
"2015212608","3","1","1","2","1","0"
"2015212609","5","1","3","1","1","0"
"2015212610","1","2","1","2","1","0"
"2015212611","1","5","5","2","1","1"
"2015212613","5","5","2","2","1","0"
"2015212614","2","1","5","2","1","0"
"2015212615","3","5","1","2","1","0"
"2015212616","5","5","5","2","1","0"
"2015212617","4","1","4","2","1","0"
"2015212619","5","4","5","2","1","1"
"2015212620","1","1","1","2","1","0"
"2015212622","3","1","1","2","1","0"
"2015212623","1","1","3","2","1","0"
"2015212624","1","7","3","2","1","1"
"2015212625","5","2","1","1","2","1"
"2015212626","2","2","7","2","1","0"
"2015212628","3","1","1","2","1","0"
"2015212630","1","2","3","2","1","1"
"2015212631","3","1","7","2","1","0"
"2015212632","5","3","1","2","1","0"
"2015212633","4","1","3","2","1","1"
"2015212634","3","3","3","2","1","0"
"2015212635","5","1","1","2","1","0"
"2015212636","5","1","5","1","1","0"
"2015212637","2","5","2","2","1","1"
"2015212638","1","1","1","1","1","0"
"2015212640","2","4","2","2","1","0"
"2015212642","1","3","3","2","1","0"
"2015212643","3","1","3","1","1","0"
"2015212645","1","1","5","2","1","1"
"2015212646","2","2","3","1","1","0"
"2015212647","4","3","1","2","1","0"
"2015212648","1","2","5","2","1","0"
"2015212650","5","5","7","2","1","0"
"2015212651","5","5","7","2","1","1"
"2015212652","2","3","3","2","1","1"
"2015212653","1","1","3","2","1","0"
"2015212654","4","4","5","2","1","0"
"2015212655","1","3","5","1","1","0"
"2015212657","1","1","1","2","1","0"
"2015212658","4","4","3","2","1","0"
"2015212659","2","1","5","2","1","0"
"2015212660","1","3","7","1","1","0"
"2015212661","5","5","7","2","1","0"
"2015212662","1","4","5","2","1","0"
"2015212663","5","2","4","2","1","0"
"2015212664","3","1","1","1","1","1"
"2015212665","3","4","1","1","1","0"
"2015212667","1","2","7","2","1","0"
"2015212668","5","1","1","2","1","0"
"2015212669","2","1","7","2","1","0"
"2015212670","5","2","2","2","1","0"
"2015212671","5","1","1","2","1","0"
"2015212673","2","5","5","2","1","0"
"2015212674","5","2","2","2","1","0"
"2015212676","5","5","7","2","1","1"
"2015212677","2","5","5","2","1","0"
"2015212678","1","2","5","2","1","0"
"2015212679","5","5","5","2","1","0"
"2015212680","1","1","1","2","1","1"
"2015212681","1","2","1","2","1","0"
"2015212682","1","2","7","2","1","0"
"2015212683","2","5","5","2","1","1"
"2015212684","3","1","7","1","1","0"
"2015212685","1","3","1","2","1","0"
"2015212686","1","1","3","2","1","0"
"2015212687","3","1","1","2","1","0"
"2015212688","1","4","3","2","1","0"
"2015212690","2","5","5","2","1","0"
"2015212692","3","3","5","1","1","0"
"2015212695","1","2","3","2","1","0"
"2015212697","5","2","7","2","1","0"
"2015212698","2","5","5","2","1","1"
"2015212699","1","1","1","2","1","0"
"2015212700","1","1","3","2","1","0"
"2015212701","1","5","1","2","1","1"
"2015212702","1","1","3","2","1","0"
"2015212703","3","1","5","2","1","1"
"2015212704","3","1","2","2","1","1"
"2015212705","3","2","5","2","1","0"
"2015212707","5","2","1","2","1","0"
"2015212708","3","2","5","2","1","0"
"2015212709","1","4","5","2","1","0"
"2015212710","2","1","1","2","1","0"
"2015212711","5","1","5","2","1","0"
"2015212712","1","5","5","1","1","1"
"2015212713","1","1","7","2","1","0"
"2015212714","4","4","1","2","1","0"
"2015212715","2","2","3","2","1","0"
"2015212716","1","1","1","2","1","0"
"2015212717","1","5","1","2","1","0"
"2015212718","1","1","3","2","1","0"
"2015212719","4","5","3","2","1","0"
"2015212720","7","5","7","2","1","0"
"2015212721","3","2","1","2","1","0"
"2015212722","1","2","5","2","1","0"
"2015212723","5","5","5","2","1","0"
"2015212725","5","5","5","2","1","0"
"2015212726","3","1","1","2","1","1"
"2015212727","1","2","5","2","1","0"
"2015212728","5","3","1","1","1","0"
"2015212729","1","3","3","2","1","0"
"2015212731","5","5","5","2","1","0"
"2015212732","3","4","1","1","1","0"
"2015212733","5","5","1","2","1","0"
"2015212735","4","4","2","2","1","0"
"2015212736","3","1","5","1","1","0"
"2015212737","1","1","1","2","1","1"
"2015212739","5","5","1","2","1","1"
"2015212740","1","1","5","1","1","1"
"2015212741","5","5","1","2","1","0"
"2015212742","5","4","5","2","1","0"
"2015212743","1","1","1","2","1","0"
"2015212744","2","1","1","2","1","1"
"2015212745","3","2","1","2","1","1"
"2015212746","1","1","7","1","1","1"
"2015212747","5","5","5","2","1","0"
"2015212748","3","2","3","2","1","0"
"2015212749","2","1","1","2","1","1"
"2015212751","2","2","3","2","1","0"
"2015212752","2","5","1","2","1","0"
"2015212753","5","5","1","2","1","1"
"2015212754","5","5","5","2","1","1"
"2015212756","3","3","1","2","1","0"
"2015212757","1","1","1","1","1","0"
"2015212758","1","1","5","1","1","0"
"2015212759","5","2","5","1","1","0"
"2015212760","5","5","3","2","1","1"
"2015212761","1","1","7","1","1","0"
"2015212762","5","5","5","2","1","0"
"2015212763","5","2","5","2","1","1"
"2015212765","5","2","1","2","1","1"
"2015212766","1","3","3","1","1","0"
"2015212769","1","1","1","2","1","0"
"2015212770","1","1","7","2","1","1"
"2015212771","3","1","1","2","1","1"
"2015212772","5","3","3","1","2","0"
"2015212773","2","4","1","1","1","1"
"2015212775","5","1","3","2","1","0"
"2015212776","1","3","3","1","1","0"
"2015212777","2","5","5","1","1","0"
"2015212778","1","3","1","2","1","0"
"2015212780","7","1","7","1","2","0"
"2015212781","3","3","5","2","1","0"
"2015212782","3","4","1","2","1","0"
"2015212783","1","1","1","2","1","1"
"2015212784","5","2","6","2","1","0"
"2015212785","3","3","2","2","1","0"
"2015212786","1","1","5","2","1","1"
"2015212787","3","3","1","2","1","1"
"2015212788","5","4","1","2","1","0"
"2015212789","1","1","1","2","1","1"
"2015212791","1","5","7","1","1","0"
"2015212792","2","1","2","2","1","0"
"2015212793","1","3","7","2","1","0"
"2015212794","2","2","1","2","1","0"
"2015212795","2","2","5","2","1","0"
"2015212796","1","4","3","2","1","0"
"2015212798","3","3","1","1","1","0"
"2015212799","1","3","3","1","1","1"
"2015212800","1","3","5","1","2","0"
"2015212801","7","1","1","2","1","0"
"2015212803","5","1","1","2","1","0"
"2015212804","1","3","3","1","1","0"
"2015212806","5","5","5","2","1","0"
"2015212807","5","3","3","2","1","0"
"2015212808","1","3","3","2","1","0"
"2015212809","5","5","5","2","1","0"
"2015212810","4","5","1","2","1","0"
"2015212811","5","3","1","2","1","1"
"2015212812","5","5","1","2","1","1"
"2015212813","1","3","1","2","1","0"
"2015212814","3","3","3","2","1","1"
"2015212815","3","3","4","2","1","1"
"2015212816","1","5","5","2","1","0"
"2015212817","3","1","5","1","1","0"
"2015212818","2","5","5","2","1","0"
"2015212820","1","4","5","2","1","1"
"2015212821","1","1","1","1","1","0"
"2015212822","5","2","1","2","1","0"
"2015212823","5","1","1","2","1","0"
"2015212824","1","1","5","1","1","0"
"2015212825","1","3","2","1","2","0"
"2015212826","3","1","1","1","1","0"
"2015212827","1","1","1","2","1","0"
"2015212829","3","1","7","2","1","0"
"2015212830","3","5","1","2","1","0"
"2015212831","5","2","5","2","1","0"
"2015212832","4","2","1","2","1","0"
"2015212833","5","5","1","2","1","0"
"2015212834","1","5","5","2","1","0"
"2015212835","1","3","1","2","2","0"
"2015212836","1","1","3","2","1","1"
"2015212837","5","1","2","2","1","0"
"2015212838","3","1","7","2","1","0"
"2015212841","1","1","1","2","1","0"
"2015212842","2","1","2","1","1","1"
"2015212843","3","1","2","2","1","0"
"2015212844","1","1","1","2","1","0"
"2015212845","5","5","7","2","1","0"
"2015212846","5","5","1","2","2","1"
"2015212848","3","3","1","2","1","0"
"2015212849","2","2","4","2","1","0"
"2015212850","1","1","7","2","1","0"
"2015212851","1","3","7","2","1","0"
"2015212852","2","2","5","2","1","1"
"2015212853","3","1","1","1","1","1"
"2015212855","3","2","7","1","1","1"
"2015212856","7","5","1","1","1","0"
"2015212857","2","5","5","2","1","0"
"2015212858","1","1","5","2","1","1"
"2015212859","1","1","5","2","1","0"
"2015212860","1","1","2","2","1","0"
"2015212862","5","4","3","1","1","0"
"2015212863","5","4","7","2","1","0"
"2015212864","3","3","1","1","1","1"
"2015212865","5","2","3","2","1","0"
"2015212866","2","4","1","2","1","0"
"2015212867","5","5","5","2","1","0"
"2015212868","1","3","1","2","1","0"
"2015212869","3","2","1","1","1","0"
"2015212870","3","5","7","1","1","0"
"2015212871","5","5","5","2","2","0"
"2015212872","2","5","5","2","1","0"
"2015212873","5","5","5","2","1","1"
"2015212874","7","1","2","2","1","0"
"2015212876","3","1","1","1","1","0"
"2015212877","4","1","5","2","1","0"
"2015212878","3","3","1","2","2","0"
"2015212879","5","2","3","2","1","0"
"2015212882","5","2","5","2","1","0"
"2015212883","5","2","1","2","1","0"
"2015212884","3","3","5","2","1","1"
"2015212886","1","1","5","2","1","0"
"2015212887","3","3","1","2","1","0"
"2015212888","2","1","3","2","2","0"
"2015212889","1","1","5","2","1","0"
"2015212890","4","2","3","1","1","1"
"2015212891","1","3","6","1","1","0"
"2015212892","3","1","3","2","1","0"
"2015212893","1","1","1","1","1","0"
"2015212894","5","5","7","2","1","0"
"2015212895","1","4","3","2","1","0"
"2015212896","1","3","3","2","1","1"
"2015212897","2","1","5","2","1","0"
"2015212898","5","2","5","2","1","0"
"2015212899","7","1","1","2","1","0"
"2015212900","5","5","7","2","1","0"
"2015212902","1","1","3","2","1","0"
"2015212903","1","1","4","2","1","0"
"2015212904","1","5","5","1","1","0"
"2015212905","1","1","5","2","1","0"
"2015212906","3","2","1","2","1","0"
"2015212907","3","1","5","2","1","0"
"2015212908","1","1","3","1","1","1"
"2015212909","1","4","7","2","2","1"
"2015212910","2","2","2","2","1","1"
"2015212911","2","1","5","2","2","0"
"2015212912","1","2","5","2","2","0"
"2015212913","4","2","5","1","2","0"
"2015212921","5","5","5","1","3","0"
"2015212922","1","1","2","1","3","0"
"2015212924","1","5","1","1","3","1"
"2015212925","1","1","1","1","3","1"
"2015212926","3","1","5","1","3","0"
"2015212927","3","1","7","1","3","1"
"2015212929","1","1","1","1","3","1"
"2015212931","1","1","1","2","3","1"
"2015212932","5","1","3","2","3","0"
"2015212935","5","2","5","1","3","1"
"2015212936","1","1","5","1","3","1"
"2015212937","1","5","1","1","3","1"
"2015212939","3","1","1","1","3","1"
"2015212940","3","3","1","1","3","1"
"2015212942","5","2","1","1","3","1"
"2015212943","1","1","1","1","3","0"
"2015212944","2","5","5","1","3","0"
"2015212945","3","3","1","1","3","1"
"2015212946","3","4","5","1","3","0"
"2015212947","1","4","5","1","3","1"
"2015212948","1","2","1","2","3","0"
"2015212949","5","2","2","2","3","1"
"2015212950","1","1","6","1","3","0"
"2015212951","1","1","5","1","3","0"
"2015212953","3","1","2","1","3","1"
"2015212955","1","1","1","1","3","1"
"2015212956","3","1","3","2","3","1"
"2015212958","3","5","3","1","3","0"
"2015212959","1","2","1","1","3","0"
"2015212960","1","3","3","1","3","1"
"2015212963","3","2","5","1","3","1"
"2015212965","1","2","2","1","3","0"
"2015212966","1","3","1","1","3","1"
"2015212968","2","1","2","2","3","0"
"2015212969","1","1","1","1","3","1"
"2015212972","5","2","2","1","3","0"
"2015212973","1","1","7","1","3","1"
"2015212974","1","1","5","1","3","1"
"2015212977","5","1","5","1","3","0"
"2015212978","1","3","1","1","3","0"
"2015212979","7","5","7","2","3","1"
"2015212980","1","3","1","2","3","0"
"2015212981","5","2","5","2","3","0"
"2015212983","1","1","1","2","3","0"
"2015212984","2","2","5","1","3","0"
"2015212985","5","2","5","2","3","0"
"2015212987","5","1","5","2","3","1"
"2015212988","1","1","1","1","3","1"
"2015212989","2","2","5","1","3","1"
"2015212991","5","2","5","2","3","0"
"2015212992","6","1","7","1","3","0"
"2015212993","6","5","5","1","3","0"
"2015212994","5","1","7","2","3","0"
"2015212995","1","1","3","1","3","0"
"2015212996","2","2","5","1","3","1"
"2015212998","7","7","3","1","3","1"
"2015212999","2","4","7","2","3","0"
"2015213000","1","2","5","1","3","1"
"2015213001","5","2","5","2","3","0"
"2015213002","4","1","5","1","3","0"
"2015213003","1","2","5","2","3","0"
"2015213004","3","1","5","1","3","1"
"2015213005","5","1","1","2","3","0"
"2015213006","2","2","7","2","3","0"
"2015213007","3","1","3","1","3","1"
"2015213008","5","6","7","1","3","0"
"2015213010","5","2","7","2","3","0"
"2015213011","1","1","5","1","3","1"
"2015213012","2","4","5","2","3","0"
"2015213013","5","5","1","1","3","1"
"2015213014","5","2","5","1","3","0"
"2015213015","3","2","1","1","3","0"
"2015213017","1","2","2","1","3","0"
"2015213018","1","1","1","1","3","1"
"2015213022","5","1","5","2","3","0"
"2015213023","5","2","5","2","3","0"
"2015213025","5","2","5","1","3","0"
"2015213026","3","2","5","1","3","0"
"2015213028","5","5","5","2","3","0"
"2015213029","7","5","7","1","3","0"
"2015213032","3","3","6","1","3","1"
"2015213033","5","2","5","2","3","0"
"2015213034","1","5","5","1","3","0"
"2015213035","5","2","5","2","3","0"
"2015213036","3","2","3","1","3","0"
"2015213038","7","1","5","1","3","0"
"2015213039","6","1","1","1","3","0"
"2015213040","4","5","1","1","3","0"
"2015213041","3","7","7","1","3","1"
"2015213042","5","4","5","2","3","1"
"2015213043","1","1","1","1","3","1"
"2015213044","5","4","5","2","3","0"
"2015213046","1","2","1","1","3","1"
"2015213049","1","1","1","1","3","1"
"2015213050","5","3","3","1","3","1"
"2015213051","6","4","5","2","3","0"
"2015213052","3","1","7","1","3","1"
"2015213053","7","3","2","1","3","1"
"2015213054","5","2","5","2","3","1"
"2015213056","5","2","1","1","3","0"
"2015213057","3","5","5","1","3","0"
"2015213059","1","1","3","1","3","1"
"2015213060","7","5","5","2","3","1"
"2015213061","3","3","7","1","3","1"
"2015213062","2","5","7","2","3","1"
"2015213063","1","3","1","1","3","1"
"2015213064","1","2","5","1","3","1"
"2015213065","5","2","1","2","3","0"
"2015213067","1","3","1","1","3","0"
"2015213068","5","2","5","2","3","1"
"2015213069","3","1","1","1","3","1"
"2015213071","3","5","5","1","3","1"
"2015213073","1","1","1","1","3","0"
"2015213074","3","5","7","1","3","1"
"2015213076","1","3","7","1","3","1"
"2015213077","3","1","5","1","3","0"
"2015213078","1","1","1","1","3","1"
"2015213079","3","1","5","2","3","1"
"2015213080","1","1","7","2","3","0"
"2015213082","5","5","1","1","3","0"
"2015213083","5","1","5","1","3","0"
"2015213084","2","3","7","1","3","1"
"2015213085","3","4","7","1","3","0"
"2015213086","3","7","1","1","3","1"
"2015213087","1","1","7","1","3","0"
"2015213088","3","5","5","1","3","1"
"2015213089","5","5","5","1","3","0"
"2015213090","2","4","5","1","3","1"
"2015213091","1","1","1","2","3","1"
"2015213092","1","1","1","1","3","1"
"2015213093","1","2","1","1","3","1"
"2015213094","1","3","1","2","3","1"
"2015213095","5","3","5","1","3","0"
"2015213096","5","4","5","1","3","1"
"2015213097","3","5","3","1","3","0"
"2015213100","2","2","5","1","3","0"
"2015213101","4","7","7","1","3","1"
"2015213102","1","4","5","1","3","0"
"2015213103","1","1","1","1","3","0"
"2015213104","2","7","5","1","3","1"
"2015213105","2","1","6","2","3","1"
"2015213106","1","1","2","2","3","1"
"2015213107","1","1","3","1","3","1"
"2015213108","2","2","2","2","3","1"
"2015213109","3","1","1","1","3","1"
"2015213110","7","2","5","1","3","0"
"2015213111","1","1","1","2","3","0"
"2015213113","1","1","5","2","3","0"
"2015213114","5","5","5","1","3","0"
"2015213116","2","5","5","1","3","1"
"2015213117","1","1","7","2","3","1"
"2015213118","5","5","5","1","3","1"
"2015213119","2","2","5","1","3","1"
"2015213120","3","3","1","1","3","1"
"2015213123","5","4","1","1","3","0"
"2015213124","3","5","5","1","3","1"
"2015213125","1","7","5","1","3","1"
"2015213126","1","3","5","1","3","1"
"2015213127","1","1","2","1","3","1"
"2015213130","2","3","3","2","3","1"
"2015213131","4","2","1","2","3","1"
"2015213132","7","5","5","1","3","1"
"2015213133","5","2","1","1","3","1"
"2015213134","1","1","3","1","3","1"
"2015213135","4","4","7","1","3","1"
"2015213136","2","3","7","1","3","0"
"2015213138","3","5","5","1","3","0"
"2015213140","3","2","5","1","3","1"
"2015213141","3","3","7","2","3","0"
"2015213142","4","2","7","1","3","1"
