id,1,2,3,4,5,6,7,8,9
1137,1599,89.65,757,77,237,57,386,0,0
1138,1600,94.78,1081,363,67,102,500,49,0
1139,1601,44.66,457,215,151,31,60,0,1
1140,1602,1.9,14,0,0,5,9,0,1
1141,1603,92.69,302,1,5,81,215,0,0
1142,1604,96.8,485,2,1,37,445,0,0
1143,1605,97.01,347,0,0,26,315,6,0
1144,1606,97.49,1095,78,267,107,618,25,0
1145,1607,98.86,665,11,4,74,559,17,0
1147,1608,54.16,314,2,1,66,244,1,1
1149,1609,73.83,254,6,1,51,196,0,0
1154,1610,57.52,458,86,369,0,3,0,1
1158,1611,97.55,723,542,141,0,40,0,0
1159,1612,94.31,878,732,127,0,4,15,0
1162,1613,89.28,649,486,129,0,34,0,0
1166,1614,88.92,1230,386,787,0,57,0,0
1173,1615,95.32,913,692,194,0,27,0,0
1175,1616,77.95,977,140,217,92,528,0,0
1176,1617,82.38,1229,187,74,49,643,276,0
1177,1618,76.32,1775,526,93,59,1097,0,0
1178,1619,69.56,1356,405,433,36,482,0,0
1179,1620,93.02,1744,619,351,197,577,0,0
1180,1621,90.32,1472,433,537,132,370,0,0
1181,1622,93.75,615,230,374,2,9,0,0
1182,1623,89.74,615,238,368,3,6,0,0
1185,1624,61.93,1120,490,120,69,441,0,0
1186,1625,64.6,1630,857,311,94,365,3,0
1187,1626,21.16,277,99,62,21,95,0,1
1188,1627,82,802,357,198,46,201,0,0
1189,1628,95.18,1939,316,238,123,1195,67,0
1190,1629,86.19,1169,189,477,69,422,12,0
1192,1630,98.73,884,419,145,16,302,2,0
1193,1631,83.84,1367,295,722,93,257,0,0
1194,1632,85.51,1803,863,190,221,399,130,0
1196,1633,86.87,521,4,16,132,369,0,0
1198,1634,99.96,2374,1015,437,93,829,0,0
1199,1635,99.33,2334,846,402,148,937,1,0
1200,1636,30.96,1152,221,541,54,336,0,1
1201,1637,81.01,1010,497,222,73,183,35,0
1203,1638,93.99,1658,447,25,116,1070,0,0
1204,1639,94.87,1256,648,218,85,273,32,0
1206,1640,93.31,1473,645,272,135,420,1,0
1207,1641,90.92,983,218,261,95,381,28,0
1208,1642,84.64,691,288,206,44,153,0,0
1209,1643,80.16,115,0,1,29,85,0,0
1210,1644,88.42,2119,640,1090,69,320,0,0
1211,1645,92.55,1875,377,1144,72,282,0,0
1212,1646,95.61,1720,325,1100,76,219,0,0
1213,1647,95.16,1219,424,218,88,489,0,0
1214,1648,97.2,1096,193,329,134,440,0,0
1215,1649,91.54,1529,316,940,38,233,2,0
1216,1650,90.11,446,171,144,24,107,0,0
1217,1651,96.35,796,362,163,52,219,0,0
1219,1652,90.1,1495,417,1069,0,9,0,0
1220,1653,97.25,1961,443,258,169,1091,0,0
1221,1654,96.3,911,280,137,72,422,0,0
1222,1655,94.99,1572,374,195,173,651,179,0
1223,1656,95.51,1052,277,134,116,398,127,0
1224,1657,95.25,307,82,225,0,0,0,0
1229,1658,91.2,1049,317,383,60,289,0,0
1231,1659,90.47,407,297,110,0,0,0,0
1232,1660,97.55,1461,606,150,96,609,0,0
1233,1661,92.75,367,133,48,60,126,0,0
1234,1662,83.91,230,4,0,84,142,0,0
1235,1663,67.32,122,0,0,57,63,2,0
1236,1664,60.3,374,112,14,67,174,7,0
1237,1665,15.97,120,0,3,13,103,1,1
1238,1666,95.14,856,223,48,172,397,16,0
1240,1667,85.92,1596,814,274,115,393,0,0
1241,1668,60.14,111,0,1,26,84,0,0
1242,1669,74.9,98,1,0,33,64,0,0
1243,1670,77.39,593,269,167,69,88,0,0
1244,1671,83.57,648,237,140,57,214,0,0
1246,1672,97.64,829,224,77,57,311,160,0
1247,1673,95.79,137,0,1,26,110,0,0
1248,1674,83.54,408,25,41,87,255,0,0
1249,1675,84.84,290,1,0,58,231,0,0
1250,1676,23.94,523,230,157,24,112,0,1
1251,1677,92.48,338,5,3,72,257,1,0
1252,1678,98.74,1692,972,279,56,385,0,0
1253,1679,39.19,758,10,2,88,657,1,1
1255,1680,84.38,213,56,157,0,0,0,0
1256,1681,72.5,370,235,132,0,3,0,0
1258,1682,69.27,445,190,60,36,158,1,0
1259,1683,78.38,420,162,86,44,128,0,0
1260,1684,59.82,754,263,293,43,153,2,1
1261,1685,86.34,327,7,9,66,245,0,0
1262,1686,80.29,200,2,7,55,136,0,0
1263,1687,93.22,545,418,127,0,0,0,0
1264,1688,93.15,575,410,131,0,34,0,0
1265,1689,94.62,1054,350,240,61,403,0,0
1266,1690,90.76,534,204,249,12,69,0,0
1267,1691,78.33,690,268,137,32,253,0,0
1268,1692,75.96,776,143,486,11,136,0,0
1269,1693,35.24,469,175,103,38,153,0,1
1271,1694,75.39,1661,678,475,55,453,0,0
1274,1695,74.12,544,154,189,46,155,0,0
1275,1696,93.77,1206,446,185,98,477,0,0
1282,1697,95.13,442,7,16,89,330,0,0
1283,1698,92.47,1505,740,162,67,534,2,0
1284,1699,98.17,1379,685,138,61,494,1,0
1285,1700,96.6,747,213,69,106,359,0,0
1287,1701,93.88,1662,336,952,80,294,0,0
1288,1702,95.84,396,43,18,43,279,13,0
1289,1703,96,451,91,58,51,207,44,0
1290,1704,90.93,559,5,18,80,447,9,0
1292,1705,94.37,979,498,147,123,206,5,0
1293,1706,95.04,331,0,1,121,204,5,0
1294,1707,74.51,1443,461,544,83,354,1,0
1295,1708,91.05,414,1,1,102,309,1,0
1297,1709,91.62,1945,286,1107,145,407,0,0
1298,1710,91.55,203,4,0,24,175,0,0
1299,1711,95.79,974,214,158,121,481,0,0
1300,1712,89.3,1239,315,596,73,255,0,0
1301,1713,94.5,748,221,145,62,320,0,0
1302,1714,87.54,962,278,500,37,147,0,0
1303,1715,83.73,1680,703,253,119,605,0,0
1304,1716,85.4,821,358,183,55,225,0,0
1306,1717,77.56,310,8,1,57,244,0,0
1307,1718,91.68,218,1,1,39,176,1,0
1308,1719,78.85,278,41,98,18,77,44,0
1310,1720,92.71,155,1,0,43,111,0,0
1311,1721,92.13,675,6,12,131,526,0,0
1312,1722,49.05,978,281,395,47,255,0,1
1313,1723,95.74,1965,911,495,147,387,25,0
1314,1724,96.93,365,14,3,141,191,16,0
1315,1725,96.38,417,1,0,172,232,12,0
1316,1726,88.65,1454,585,446,80,343,0,0
1318,1727,93.53,281,0,1,83,196,1,0
1319,1728,84.36,1928,629,592,134,572,1,0
1321,1729,95.84,387,0,0,66,319,2,0
1322,1730,91.2,1126,213,656,45,212,0,0
1325,1731,94.7,255,14,1,16,224,0,0
1326,1732,68.85,696,281,406,0,9,0,0
1327,1733,30.71,806,324,473,0,9,0,1
1337,1734,64.16,514,167,344,0,3,0,0
1339,1735,94.36,1022,392,294,82,254,0,0
1341,1736,84.75,2006,926,406,62,608,4,0
1342,1737,67.38,1860,745,641,32,442,0,0
1344,1738,65.81,902,322,203,114,263,0,0
1345,1739,90.87,797,314,111,120,252,0,0
1346,1740,96.33,647,236,53,115,243,0,0
1347,1741,96.03,876,498,192,58,127,1,0
1348,1742,98.8,439,210,69,17,143,0,0
1349,1743,99.3,450,233,71,34,112,0,0
1350,1744,93.77,392,66,101,44,181,0,0
1351,1745,88.07,989,112,355,227,295,0,0
1352,1746,91.86,1165,517,232,132,225,59,0
1353,1747,77.19,1028,367,215,125,249,72,0
1354,1748,82.51,1074,419,239,124,252,40,0
1355,1749,84.62,590,252,100,37,201,0,0
1356,1750,78.88,586,202,121,48,215,0,0
1357,1751,91.38,1323,670,146,75,430,2,0
1358,1752,88.73,661,206,117,72,265,1,0
1359,1753,72.09,1048,86,276,275,411,0,0
1360,1754,68.09,1236,605,143,98,390,0,0
1361,1755,72.13,1175,560,94,120,401,0,0
1362,1756,68.34,571,184,177,83,97,30,0
1363,1757,71.34,476,149,134,53,140,0,0
1364,1758,92.44,872,110,281,91,387,3,0
1367,1759,93.96,378,53,131,25,169,0,0
1368,1760,92.88,1459,644,341,63,411,0,0
1369,1761,81.46,1664,474,941,29,220,0,0
1370,1762,87.81,1327,439,342,130,411,5,0
1371,1763,83.23,816,210,376,55,174,1,0
1372,1764,92.92,1324,486,342,81,401,14,0
1373,1765,89.41,964,267,462,35,189,11,0
1374,1766,66.13,844,297,201,67,279,0,0
1375,1767,31.36,475,77,195,12,157,34,1
1379,1768,79.91,749,315,147,56,231,0,0
1381,1769,78.99,1498,719,226,85,460,8,0
1382,1770,73.65,457,53,204,47,153,0,0
1383,1771,95.96,1822,971,234,103,512,2,0
1385,1772,90.78,1847,304,1068,128,347,0,0
1386,1773,86.73,1435,821,206,78,323,7,0
1387,1774,74.9,1343,622,193,94,434,0,0
1389,1775,72.51,841,121,285,89,346,0,0
1390,1776,93,788,363,80,67,278,0,0
1392,1777,91.91,1060,492,147,73,348,0,0
1394,1778,15.15,297,113,105,21,58,0,1
1395,1779,90.99,735,387,177,21,150,0,0
1397,1780,87.73,738,401,113,54,170,0,0
1398,1781,90.18,429,216,99,25,89,0,0
1399,1782,87.38,301,33,134,28,106,0,0
1400,1783,89.98,179,45,71,17,46,0,0
1403,1784,90.18,1585,745,252,81,507,0,0
1404,1785,68.87,1755,396,766,94,499,0,0
1405,1786,89.41,854,377,176,99,202,0,0
1406,1787,95.95,1449,630,188,161,469,1,0
1407,1788,82,1180,466,189,156,365,4,0
1409,1789,83.64,1155,446,200,105,404,0,0
1410,1790,11.97,477,93,47,44,273,20,1
1412,1791,92.86,790,335,135,78,242,0,0
1413,1792,83.07,671,227,164,63,217,0,0
1414,1793,6.06,160,4,3,18,126,9,1
1416,1794,17.51,16,0,0,5,11,0,1
1417,1795,95.17,924,12,51,204,657,0,0
1418,1796,97.47,1034,35,4,194,800,1,0
1419,1797,80.71,408,3,36,103,266,0,0
1420,1798,93.35,653,1,15,104,486,47,0
1421,1799,71.25,1524,347,673,161,342,1,0
1422,1800,92.92,1116,566,155,81,314,0,0
1423,1801,46.34,509,88,255,49,117,0,1
1424,1802,86.07,607,10,9,150,438,0,0
1427,1803,94.07,1848,871,108,194,674,1,0
1428,1804,82.7,1328,538,426,58,306,0,0
1431,1805,87.96,156,0,2,26,128,0,0
1432,1806,92.28,125,2,0,26,97,0,0
1435,1807,71.57,145,8,1,40,96,0,0
1436,1808,80.99,386,92,44,27,157,66,0
1437,1809,77.28,175,12,0,29,134,0,0
1438,1810,80.4,437,84,41,17,174,121,0
1439,1811,7.55,16,0,0,3,13,0,1
1440,1812,16.42,179,1,0,39,139,0,1
1441,1813,13.68,186,0,0,26,160,0,1
1442,1814,17.11,125,3,0,31,91,0,1
1443,1815,65.32,157,4,0,18,135,0,0
1444,1816,93.5,847,377,119,49,302,0,0
1445,1817,92.92,682,283,102,32,265,0,0
1446,1818,80.63,580,129,149,81,221,0,0
1447,1819,74.9,872,176,516,45,135,0,0
1448,1820,37.68,514,155,105,24,230,0,1
1449,1821,89.63,148,6,1,25,116,0,0
1450,1822,93.02,590,202,183,50,155,0,0
1451,1823,88.8,1051,453,163,69,366,0,0
1452,1824,87.86,369,4,5,88,272,0,0
1454,1825,94.46,236,17,0,23,196,0,0
1455,1826,94.74,497,97,81,25,147,147,0
1456,1827,79.7,430,9,4,98,318,1,0
1457,1828,86.43,780,534,156,31,59,0,0
1458,1829,87.26,250,6,0,34,210,0,0
1460,1830,71.02,279,3,5,84,187,0,0
1461,1831,21.97,573,155,307,19,92,0,1
1462,1832,94.65,256,3,0,31,222,0,0
1463,1833,96.63,462,106,72,21,170,93,0
1464,1834,86.11,576,113,101,69,293,0,0
1465,1835,83.16,843,142,479,45,177,0,0
1470,1836,94.98,322,7,1,61,253,0,0
1471,1837,83.45,1697,554,602,97,444,0,0
1472,1838,86.98,1063,351,364,52,296,0,0
1473,1839,88.32,498,48,247,71,132,0,0
1475,1840,88.63,841,441,232,19,149,0,0
1476,1841,90.49,904,468,271,17,148,0,0
1477,1842,96.58,937,451,252,58,176,0,0
1478,1843,94.93,673,309,238,27,99,0,0
1481,1844,96.2,1692,690,416,101,485,0,0
1482,1845,95.98,667,203,205,44,215,0,0
1483,1846,97.81,1336,648,318,123,247,0,0
1484,1847,96.83,1203,575,338,89,201,0,0
1485,1848,72.57,1425,782,194,46,390,13,0
1486,1849,70.32,1547,640,212,149,546,0,0
1487,1850,71.1,848,376,70,28,374,0,0
1488,1851,90.8,947,212,516,40,179,0,0
1489,1852,72.89,1102,551,116,54,381,0,0
1490,1853,84,643,324,297,0,22,0,0
1491,1854,73.45,524,121,46,70,209,78,0
1492,1855,54.89,576,84,251,67,174,0,1
1493,1856,53.07,506,101,62,47,201,95,1
1495,1857,22.76,139,54,36,9,40,0,1
1496,1858,79.26,1009,696,148,31,133,1,0
1498,1859,86.55,1131,544,239,46,298,4,0
1500,1860,63.21,969,210,546,46,167,0,0
1501,1861,85.08,1496,507,166,198,625,0,0
1502,1862,90.83,1253,387,71,113,682,0,0
1503,1863,87.44,1258,486,120,145,506,1,0
1504,1864,86.23,1390,574,171,158,487,0,0
1505,1865,92.52,569,209,132,104,124,0,0
1507,1866,89.73,1730,543,379,232,576,0,0
1508,1867,91.88,1351,285,93,180,475,318,0
1509,1868,98.11,859,112,85,100,398,164,0
1510,1869,88.3,1247,608,127,152,360,0,0
1514,1870,94.55,312,0,0,73,239,0,0
1515,1871,90.12,962,5,2,144,810,1,0
1516,1872,75.61,1606,669,487,175,275,0,0
1517,1873,86.54,1111,622,489,0,0,0,0
1519,1874,88.17,452,20,4,84,344,0,0
1520,1875,82.3,530,10,7,132,381,0,0
1521,1876,93.77,343,8,0,99,236,0,0
1522,1877,94.55,107,1,0,29,77,0,0
1527,1878,97.49,372,12,1,60,292,7,0
1528,1879,96.67,258,1,2,41,213,1,0
1529,1880,80.34,302,14,10,102,176,0,0
1530,1881,96.75,713,21,3,95,588,6,0
1531,1882,94.37,1699,908,322,136,330,3,0
1533,1883,95.15,1585,594,358,144,351,138,0
1534,1884,95.91,374,134,213,0,27,0,0
1535,1885,95.5,582,254,74,25,229,0,0
1538,1886,92.68,1221,493,376,87,265,0,0
1539,1887,87.14,272,2,3,58,205,4,0
1540,1888,86.79,1078,517,221,17,314,9,0
1541,1889,95.97,533,2,0,85,446,0,0
1542,1890,95.64,370,29,4,57,280,0,0
1543,1891,26.78,187,1,2,52,132,0,1
1544,1892,72.41,302,6,0,86,210,0,0
1545,1893,94.95,351,213,133,0,5,0,0
1546,1894,97.05,1353,436,904,0,13,0,0
1548,1895,78.76,896,247,634,0,15,0,0
1549,1896,93.97,669,419,220,0,30,0,0
1551,1897,97.12,262,233,29,0,0,0,0
1552,1898,93.62,1548,841,706,0,1,0,0
1560,1899,80.45,369,111,139,21,98,0,0
1561,1900,96.35,1205,250,645,57,252,1,0
1563,1901,81.84,707,226,102,92,287,0,0
1564,1902,73.76,591,256,106,65,164,0,0
1565,1903,97.71,1204,543,321,107,233,0,0
1566,1904,94.53,1208,414,383,79,332,0,0
1567,1905,92.73,2540,703,1317,120,399,1,0
1568,1906,74.77,1451,754,168,106,423,0,0
1569,1907,89.73,1414,603,334,85,392,0,0
1570,1908,88.66,888,333,147,56,352,0,0
1571,1909,99.45,1369,589,230,60,490,0,0
1572,1910,96.39,369,7,2,51,309,0,0
1573,1911,93.68,714,96,293,49,276,0,0
1574,1912,97.43,580,120,70,29,152,209,0
1575,1913,67.95,1171,257,182,99,633,0,0
1576,1914,68.17,403,130,140,38,95,0,0
1577,1915,78.17,1585,780,217,87,496,5,0
1578,1916,97.11,455,2,1,51,387,14,0
1579,1917,92.75,620,96,169,90,254,11,0
1580,1918,95.19,2021,424,928,113,550,6,0
1581,1919,42.92,317,177,36,13,91,0,1
1582,1920,64.74,310,5,0,55,250,0,0
1583,1921,27.48,684,106,85,85,403,5,1
1584,1922,9.33,322,170,34,23,94,1,1
1585,1923,5.27,39,13,0,6,20,0,1
1586,1924,6.46,182,32,26,18,103,3,1
1587,1925,3.12,64,28,9,3,24,0,1
1588,1926,97.82,777,238,57,16,300,166,0
1591,1927,87.6,619,98,221,98,202,0,0
1595,1928,80.28,893,431,462,0,0,0,0
1596,1929,88.74,1498,600,176,136,585,1,0
1597,1930,83.56,1114,594,138,68,314,0,0
1598,1931,86.24,870,552,73,33,212,0,0
1599,1932,81.37,1433,668,168,102,495,0,0
1600,1933,58.37,983,386,83,59,455,0,1
1601,1934,44.63,983,282,457,42,202,0,1
1603,1935,95.95,1020,375,274,48,323,0,0
1604,1936,93.71,917,198,258,53,408,0,0
1606,1937,92.16,628,257,166,48,157,0,0
1607,1938,9.05,104,47,29,7,20,1,1
1608,1939,90.87,633,111,33,102,387,0,0
1609,1940,93.56,556,156,80,91,229,0,0
1611,1941,53.69,1323,321,629,123,249,1,1
1612,1942,88.66,1405,407,711,39,247,1,0
1613,1943,91.32,225,1,1,19,203,1,0
1615,1944,81.05,309,10,1,79,219,0,0
1617,1945,74.39,701,248,233,39,174,7,0
1618,1946,39.59,97,0,0,10,71,16,1
1619,1947,93.2,258,1,1,38,217,1,0
1622,1948,92.49,274,65,54,15,92,48,0
1624,1949,91.8,430,158,45,9,215,3,0
1627,1950,91.46,220,0,5,49,166,0,0
1628,1951,92.87,1373,373,695,36,267,2,0
1629,1952,85.62,633,279,217,24,113,0,0
1631,1953,95.82,568,10,12,94,449,3,0
1632,1954,96.36,244,0,5,28,211,0,0
1635,1955,83.81,224,2,0,77,145,0,0
1642,1956,86.99,582,416,148,0,18,0,0
1643,1957,84.9,389,160,225,0,4,0,0
1648,1958,83.41,254,131,123,0,0,0,0
1649,1959,77.83,644,135,506,0,3,0,0
1652,1960,96.56,935,604,324,0,7,0,0
1654,1961,95.95,1333,656,255,97,323,2,0
1655,1962,97.8,479,116,208,29,126,0,0
1656,1963,75.23,853,329,275,46,203,0,0
1657,1964,90.66,475,116,159,27,173,0,0
1658,1965,89.87,1149,286,590,35,238,0,0
1660,1966,57.9,620,232,150,55,183,0,1
1661,1967,69.45,697,344,152,88,96,17,0
1663,1968,18.28,437,206,46,25,160,0,1
1665,1969,77.33,1127,317,616,25,169,0,0
1666,1970,88.36,748,288,111,35,314,0,0
1667,1971,80.55,730,160,76,43,180,271,0
1668,1972,58.61,337,165,73,11,88,0,1
1670,1973,74.77,742,305,163,60,184,30,0
1671,1974,79.56,939,438,140,60,301,0,0
1672,1975,98.91,784,173,76,89,246,200,0
1673,1976,96.77,903,290,240,167,206,0,0
1674,1977,95.61,733,145,296,147,145,0,0
1675,1978,92.82,991,290,247,54,368,32,0
1676,1979,89.38,448,171,147,13,97,20,0
1677,1980,83.65,2339,483,1266,103,481,6,0
1678,1981,75.38,3773,1025,1826,205,715,2,0
1679,1982,91.18,983,151,242,155,433,2,0
1680,1983,91.84,1259,480,140,103,535,1,0
1682,1984,50.34,433,218,72,25,118,0,1
1684,1985,82.98,951,334,122,85,410,0,0
1685,1986,77.91,497,294,203,0,0,0,0
1686,1987,80.19,1332,544,418,66,304,0,0
1688,1988,95.14,416,238,152,0,19,7,0
1690,1989,93.58,723,21,11,122,569,0,0
1691,1990,93.61,728,375,353,0,0,0,0
1692,1991,86.43,1002,437,201,168,155,41,0
1693,1992,93.73,524,5,35,118,365,1,0
1694,1993,94.02,950,236,72,129,459,54,0
1695,1994,96.7,753,208,40,136,327,42,0
1696,1995,36.8,4,0,2,0,2,0,1
1697,1996,89.54,531,81,260,79,110,1,0
1698,1997,70.77,283,4,2,68,209,0,0
1701,1998,82.82,1238,616,286,123,213,0,0
1702,1999,62.98,444,13,0,53,377,1,0
1703,2000,63.76,311,0,0,58,253,0,0
1704,2001,96.91,565,2,0,80,483,0,0
1705,2002,95.99,545,4,20,80,439,2,0
1712,2003,88.93,530,315,197,0,18,0,0
1714,2004,87.87,711,591,117,0,3,0,0
1720,2005,95.58,638,447,191,0,0,0,0
1725,2006,83.03,827,385,442,0,0,0,0
1726,2007,7.6,170,164,4,0,2,0,1
1727,2008,93.2,599,22,227,55,295,0,0
1729,2009,93.88,1631,150,328,126,1022,5,0
1730,2010,71.74,978,383,153,84,355,3,0
1731,2011,71.75,702,225,162,72,239,4,0
1732,2012,70.73,422,5,0,100,317,0,0
1733,2013,88.07,1275,657,220,90,301,7,0
1734,2014,98.63,992,455,119,44,374,0,0
1735,2015,85.51,404,177,82,40,83,22,0
1736,2016,87.96,513,54,131,80,247,1,0
1737,2017,88.65,656,123,252,53,142,86,0
1739,2018,82.97,956,283,115,103,447,8,0
1740,2019,79.6,605,1,5,141,458,0,0
1741,2020,60.15,1241,309,570,96,266,0,0
1742,2021,60.73,556,164,20,82,290,0,0
1747,2022,91.34,1226,394,828,0,4,0,0
1749,2023,95.22,1081,319,408,66,288,0,0
1753,2024,83.41,883,384,178,50,271,0,0
1755,2025,64.45,292,147,128,0,17,0,0
1756,2026,60.12,537,146,385,0,6,0,0
1760,2027,92.93,1131,198,692,79,162,0,0
1762,2028,83.44,869,505,155,78,131,0,0
1763,2029,91.46,1016,339,662,0,15,0,0
1766,2030,92.2,561,470,81,0,10,0,0
1769,2031,64.9,400,273,127,0,0,0,0
1770,2032,57.95,293,54,230,2,7,0,1
1773,2033,83.43,403,5,2,95,301,0,0
1774,2034,92.22,593,154,102,99,211,27,0
1775,2035,83.33,747,342,127,32,246,0,0
1776,2036,88.53,494,227,69,33,165,0,0
1779,2037,60.06,435,7,14,42,297,75,0
1780,2038,90.39,1177,200,678,108,191,0,0
1781,2039,91.27,445,3,1,120,303,18,0
1782,2040,93.96,1454,523,493,149,289,0,0
1783,2041,94.8,170,3,1,66,100,0,0
1784,2042,81.91,657,17,1,213,426,0,0
1785,2043,87.84,343,0,0,128,215,0,0
1787,2044,73.42,307,1,3,79,224,0,0
1788,2045,13.71,183,73,54,16,40,0,1
1789,2046,82.18,209,3,0,28,178,0,0
1792,2047,29.94,496,10,4,50,416,16,1
1795,2048,67.63,404,9,5,116,274,0,0
1796,2049,80.2,976,167,606,32,159,12,0
1797,2050,91.21,1169,392,392,103,281,1,0
1799,2051,83.85,475,3,3,102,358,9,0
1800,2052,72.4,354,2,54,97,201,0,0
1801,2053,73.87,295,1,2,79,213,0,0
1802,2054,94.78,424,10,0,131,283,0,0
1803,2055,95.91,912,297,435,69,111,0,0
1804,2056,93.05,933,328,173,91,341,0,0
1805,2057,93.21,2097,1062,177,118,625,115,0
1806,2058,84.86,1257,589,380,58,230,0,0
1807,2059,93.62,1319,569,432,46,271,1,0
1808,2060,92.78,617,14,4,106,493,0,0
1809,2061,68.41,342,6,2,127,207,0,0
1810,2062,88.14,1269,616,280,100,218,55,0
1811,2063,97.26,753,103,73,116,461,0,0
1813,2064,93,752,47,27,235,443,0,0
1815,2065,83.63,176,0,4,33,139,0,0
1817,2066,91.86,1523,838,221,181,221,62,0
1819,2067,84.73,113,1,0,12,100,0,0
1820,2068,85.5,101,0,0,24,77,0,0
1822,2069,65.19,175,2,5,23,145,0,0
1823,2070,83,450,10,3,87,350,0,0
1824,2071,94.26,513,159,43,71,225,15,0
1825,2072,68.05,260,21,0,59,180,0,0
1826,2073,93.27,1152,456,236,125,155,180,0
1827,2074,91.27,625,155,107,34,220,109,0
1828,2075,66.95,147,3,0,15,128,1,0
1829,2076,92.98,573,4,4,59,505,1,0
1830,2077,54.09,421,179,16,2,196,28,1
1840,2078,97.6,777,245,523,0,9,0,0
1841,2079,90.96,494,225,266,0,3,0,0
1845,2080,96.07,410,258,152,0,0,0,0
1846,2081,78.06,318,104,214,0,0,0,0
1847,2082,92.67,538,184,86,0,116,152,0
1849,2083,91.01,361,206,142,0,13,0,0
1850,2084,95.19,825,281,526,0,18,0,0
1851,2085,90.06,978,243,730,0,5,0,0
1852,2086,90.61,480,155,325,0,0,0,0
1855,2087,92.39,260,63,197,0,0,0,0
1863,2088,0,19,19,0,0,0,0,1
1864,2089,96.07,679,257,165,43,214,0,0
1865,2090,96.47,586,170,117,27,272,0,0
1869,2091,82.57,1034,195,621,58,160,0,0
1870,2092,78.04,773,173,424,48,128,0,0
1871,2093,90.17,948,376,116,73,383,0,0
1872,2094,84.06,516,90,53,35,210,128,0
1875,2095,74.74,490,232,117,24,117,0,0
1876,2096,84.78,531,39,228,62,202,0,0
1878,2097,50.45,458,212,149,8,89,0,1
1881,2098,34.46,356,28,234,10,84,0,1
1884,2099,93.26,428,75,221,15,117,0,0
1886,2100,90.99,638,76,284,39,239,0,0
1888,2101,82.08,900,119,361,88,332,0,0
1889,2102,83.39,732,56,359,90,227,0,0
1890,2103,85.13,515,43,243,46,183,0,0
1891,2104,88.33,737,22,364,87,262,2,0
1892,2105,82.58,536,55,263,43,175,0,0
1893,2106,85.98,553,47,251,48,207,0,0
1894,2107,90.42,627,64,323,42,198,0,0
1895,2108,76.69,636,88,250,65,233,0,0
1896,2109,74.7,402,41,201,34,126,0,0
1898,2110,81.58,597,75,253,68,201,0,0
1901,2111,59.62,189,30,72,12,75,0,1
1904,2112,84.95,883,92,499,115,177,0,0
1905,2113,85.66,703,67,336,69,231,0,0
1907,2114,59.83,371,31,197,7,136,0,1
1908,2115,84.28,500,57,218,37,188,0,0
1910,2116,65.26,552,53,271,49,179,0,0
1913,2117,91.87,525,49,250,38,186,2,0
1914,2118,84.24,561,68,278,15,200,0,0
1915,2119,71.04,539,48,272,79,140,0,0
1918,2120,61.6,506,42,299,7,158,0,0
1919,2121,77.64,438,54,212,41,131,0,0
1920,2122,86.37,529,58,222,68,181,0,0
1922,2123,96.09,753,296,205,54,198,0,0
1923,2124,97.94,601,207,156,68,170,0,0
1924,2125,95.38,1495,602,319,98,476,0,0
1925,2126,97.76,766,266,298,24,178,0,0
1926,2127,86.73,875,383,116,40,336,0,0
1927,2128,72.75,580,312,79,31,158,0,0
1928,2129,94.27,1271,504,257,101,409,0,0
1929,2130,96.72,598,261,166,24,147,0,0
1930,2131,92.47,1417,610,197,63,547,0,0
1933,2132,85.85,2122,1598,124,107,291,2,0
1934,2133,90.28,661,436,131,22,72,0,0
1937,2134,92.77,966,594,166,35,171,0,0
1940,2135,78.66,1448,521,285,109,533,0,0
1941,2136,97.73,831,318,183,62,268,0,0
1942,2137,85.21,1492,954,165,106,267,0,0
1943,2138,78.31,1142,168,275,147,552,0,0
1944,2139,32.62,343,181,62,33,67,0,1
1945,2140,18.63,1260,668,268,83,227,14,1
1947,2141,54.34,1459,767,248,114,322,8,1
1948,2142,63.54,1511,603,506,114,288,0,0
1952,2143,37.07,522,193,161,45,123,0,1
1953,2144,68.16,501,145,146,71,139,0,0
1954,2145,92.5,943,457,234,47,205,0,0
1955,2146,95.53,472,134,187,70,81,0,0
1956,2147,2.91,234,136,13,26,59,0,1
1959,2148,90.87,697,299,109,54,235,0,0
1961,2149,91.48,1279,449,204,92,521,13,0
1962,2150,90.52,1749,331,1114,63,232,9,0
1963,2151,91.05,696,158,457,13,68,0,0
1964,2152,87.52,1200,375,275,75,468,7,0
1965,2153,94.17,1018,313,335,35,320,15,0
1968,2154,81.64,1791,497,825,92,376,1,0
1969,2155,97.49,571,50,205,46,173,97,0
1970,2156,86.06,1044,307,428,91,218,0,0
1971,2157,66.05,955,324,244,68,319,0,0
1972,2158,35.49,153,34,13,8,98,0,1
1973,2159,42.72,51,28,13,1,9,0,1
1974,2160,82.84,879,64,249,131,435,0,0
1975,2161,60.5,859,359,289,49,158,4,0
1976,2162,62.41,702,228,322,21,130,1,0
1981,2163,91.74,915,320,348,69,178,0,0
1982,2164,94.55,606,176,285,27,103,15,0
1984,2165,51.7,712,357,174,39,142,0,1
1985,2166,78.48,902,460,213,55,174,0,0
1986,2167,95.36,709,260,206,38,205,0,0
1988,2168,89.97,2184,510,1156,92,426,0,0
1989,2169,17.99,413,226,49,28,110,0,1
1990,2170,16.67,674,263,172,34,205,0,1
1991,2171,78.62,1315,320,671,56,268,0,0
1992,2172,6.97,764,385,79,37,263,0,1
1993,2173,91.45,941,241,63,55,414,168,0
